"","year","month","weather_region","vehicle","model","region","season","distance","efficiency","kwh","economy","wh","HDD","CDD","avg_temp","time_month","date","predict_vehicle_econ","wh_pred"
"24167",2022,1,"auckland","0fe55ba1","Nissan Leaf (30 kWh)","Auckland","Summer",940,7.1,132.4,140.845070422535,132400,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,129199.892147507
"24168",2022,1,"auckland","b7811bca","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",189,6.21,30.4,161.030595813205,30400,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,25195.4689449542
"24169",2022,1,"auckland","d48fc3e2","BMW i3","Auckland","Summer",162,7.6,21.3,131.578947368421,21300,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.533902848677,21632.4922614857
"24170",2022,1,"auckland","ecad74f4","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",822,6.3,130.5,158.730158730159,130500,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,144.207904164927,118538.89722357
"24171",2022,1,"auckland","a32c5768","Nissan Leaf (30 kWh)","Auckland","Summer",479,8.4,57,119.047619047619,57000,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,65836.9663177192
"24172",2022,1,"auckland","0009bcb4","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1365,7.9,172.8,126.582278481013,172800,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,181967.275713558
"24173",2022,1,"auckland","cdfd41ce","Hyundai Kona (EV)","Auckland","Summer",620,7.2,86.1,138.888888888889,86100,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,134.279295177619,83253.1630101238
"24174",2022,1,"auckland","ebe2a2b8","Nissan Leaf (30 kWh)","Auckland","Summer",1045,6.8,153.7,147.058823529412,153700,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,143631.794993772
"24175",2022,1,"auckland","bec8a880","Nissan Leaf (30 kWh)","Auckland","Summer",2133.99000000001,6.6,323.3,151.515151515152,323300,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,293309.87004666
"24176",2022,1,"auckland","40a7e7ff","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",1211,7.4,163.6,135.135135135135,163600,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,144.207904164927,174635.771943726
"24177",2022,1,"auckland","2289b61a","MG ZS EV","Auckland","Summer",592,6.7,88.4,149.253731343284,88400,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,158.737324757796,93972.496256615
"24178",2022,1,"auckland","76f63382","Nissan Leaf (30 kWh)","Auckland","Summer",1700,7.2,236.1,138.888888888889,236100,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,233659.379415705
"24179",2022,1,"auckland","39eeda75","Nissan Leaf (40 kWh)","Auckland","Summer",1140,6.8,167.6,147.058823529412,167600,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,144.119145325957,164295.825671591
"24180",2022,1,"auckland","58221132","Tesla Model 3","Auckland","Summer",744,6.4,116.2,156.25,116200,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,144.906729780863,107810.606956962
"24181",2022,1,"auckland","c34046b7","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1228,7.24,169.6,138.121546961326,169600,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,163703.893462454
"24182",2022,1,"auckland","058e80fa","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",969,7.3,132.7,136.986301369863,132700,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,129176.769352702
"24183",2022,1,"auckland","73bb5204","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",3147,6.4,491.7,156.25,491700,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,144.207904164927,453822.274407025
"24184",2022,1,"auckland","c2a6e398","Nissan Leaf (40 kWh)","Auckland","Summer",418,6.8,61.5,147.058823529412,61500,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,144.119145325957,60241.80274625
"24185",2022,1,"auckland","78d65b71","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",874,6.9,126.7,144.927536231884,126700,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,116512.380200476
"24186",2022,1,"auckland","e7d82b9b","Nissan Leaf (24 kWh) 2013-2016","Rodney","Summer",1053,6.8,154.9,147.058823529412,154900,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,140374.755550459
"24187",2022,1,"auckland","6f48d9f6","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",440,9,48.9,111.111111111111,48900,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,58656.1181787293
"24188",2022,1,"auckland","bc1fc233","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",625,7.2,86.8,138.888888888889,86800,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,83318.3496856951
"24189",2022,1,"auckland","c369b418","Nissan Leaf (30 kWh)","Auckland","Summer",884,7.7,114.8,129.87012987013,114800,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,121502.877296167
"24190",2022,1,"auckland","7ac5bfe4","Nissan Leaf (30 kWh)","Auckland","Summer",1609,8.2,196.2,121.951219512195,196200,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,221151.730282276
"24191",2022,1,"auckland","b0a61da9","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",764,7.1,107.6,140.845070422535,107600,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,101848.350655794
"24192",2022,1,"auckland","1f26b8e6","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1516,7.7,196.9,129.87012987013,196900,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,202096.988997622
"24193",2022,1,"auckland","28cb36a6","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",501,8.5,58.9,117.647058823529,58900,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,66787.9891080532
"24194",2022,1,"auckland","55783a1b","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",593,7.7,77,129.87012987013,77000,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,79052.4501817875
"24195",2022,1,"auckland","76733900","Nissan e-NV200 (24 kWh)","Auckland","Summer",728,4.8,151.7,208.333333333333,151700,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,165.934247489828,120800.132172595
"24196",2022,1,"auckland","b99afb05","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1093,6.8,160.7,147.058823529412,160700,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,145707.129930344
"24197",2022,1,"auckland","82c3cd8f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",500,6.9,72.5,144.927536231884,72500,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,66654.6797485561
"24198",2022,1,"auckland","a4316200","Nissan Leaf (30 kWh)","Auckland","Summer",142,7.4,19.2,135.135135135135,19200,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,19517.4305159001
"24199",2022,1,"auckland","dcab60ad","Tesla Model 3","Auckland","Summer",5720,6.1,937.7,163.934426229508,937700,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,144.906729780863,828866.494346536
"24200",2022,1,"auckland","dca573cf","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",438,7.5,58.4,133.333333333333,58400,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,58389.4994597351
"24201",2022,1,"auckland","77bf830d","Nissan e-NV200 (24 kWh)","Auckland","Summer",676,6.9,98,144.927536231884,98000,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,165.934247489828,112171.551303124
"24202",2022,1,"auckland","1de5fc02","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",521,6.3,82.7,158.730158730159,82700,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,144.207904164927,75132.3180699269
"24203",2022,1,"auckland","cc6b5ef6","Jaguar I-PACE","Rodney","Summer",2107,5,421.4,200,421400,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,209.708582891672,441855.984152753
"24204",2022,1,"auckland","3ac8da7b","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",686,6.6,103.9,151.515151515152,103900,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,91450.2206150189
"24205",2022,1,"auckland","0718f3aa","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",562,6.7,83.9,149.253731343284,83900,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,74919.860037377
"24206",2022,1,"auckland","89f10574","Nissan Leaf (24 kWh) 2013-2016","Coromandel","Summer",624,7.5,83.2,133.333333333333,83200,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,83185.040326198
"24207",2022,1,"auckland","7e44d659","Nissan Leaf (30 kWh)","Auckland","Summer",780,7.3,106.8,136.986301369863,106800,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,107208.421143676
"24208",2022,1,"auckland","8c0f4cbb","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1011,7.8,129.6,128.205128205128,129600,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,134775.76245158
"24209",2022,1,"auckland","ec058b07","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",705,7.6,92.8,131.578947368421,92800,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,144.207904164927,101666.572436273
"24210",2022,1,"auckland","41c5c3c0","Nissan e-NV200 (24 kWh)","Auckland","Summer",389,7.7,50.5,129.87012987013,50500,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,165.934247489828,64548.4222735431
"24211",2022,1,"auckland","cbfacded","Nissan Leaf (30 kWh)","Auckland","Summer",625,6.6,94.7,151.515151515152,94700,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,85904.183608715
"24212",2022,1,"auckland","05c27562","Nissan e-NV200 (24 kWh)","Auckland","Summer",632,6.7,94.3,149.253731343284,94300,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,165.934247489828,104870.444413571
"24213",2022,1,"auckland","0285ba63","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",410,7.6,53.9,131.578947368421,53900,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,54656.837393816
"24214",2022,1,"auckland","a929b84b","Nissan Leaf (30 kWh)","Auckland","Summer",846,8.5,99.5,117.647058823529,99500,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,116279.902932757
"24215",2022,1,"auckland","e5ce6cf9","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",646,7.8,82.8,128.205128205128,82800,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,133.309359497112,86117.8462351344
"24216",2022,1,"auckland","609a24a1","Nissan Leaf (30 kWh)","Auckland","Summer",1204,7.2,167.2,138.888888888889,167200,0.00631720430107527,0.28991935483871,21.0975806451613,61,2022-01-01,137.446693773944,165485.819303829
